id,name,value,avg_revenue,avg_bills,industry
432,Belvidere Corner School,5646284.96,1882094.99,1599780.74,Education
433,The School in Rose Valley,5646284.96,1882094.99,1599780.74,Education
434,Malvern School,5646284.96,1882094.99,1599780.74,Education
435,Simonstown School,5646284.96,1882094.99,1599780.74,Education
436,Long Meadow School,5646284.96,1882094.99,1599780.74,Education
437,Spring Brook School,5646284.96,1882094.99,1599780.74,Education
438,Mountain View School,5646284.96,1882094.99,1599780.74,Education
439,Brushy Mountain School,5646284.96,1882094.99,1599780.74,Education
440,Fayette School,5646284.96,1882094.99,1599780.74,Education
441,Pine Grove School,5646284.96,1882094.99,1599780.74,Education
442,Meckesville School,5646284.96,1882094.99,1599780.74,Education
443,Edgewood School,5646284.96,1882094.99,1599780.74,Education
444,Grey Nuns of the Sacred Heart College,5646284.96,1882094.99,1599780.74,Education
445,Sandburg Junior High School,5646284.96,1882094.99,1599780.74,Education
446,Davis School,5646284.96,1882094.99,1599780.74,Education
447,map out of date,5646284.96,1882094.99,1599780.74,Education
448,Elmhurst Elementary School,5646284.96,1882094.99,1599780.74,Education
449,Westbrook Park Elementary School,5646284.96,1882094.99,1599780.74,Education
450,Christopher Columbus Elementary School,5646284.96,1882094.99,1599780.74,Education
451,Eddystone Elementary School,5646284.96,1882094.99,1599780.74,Education
452,Rolling Hills Elementary School,5646284.96,1882094.99,1599780.74,Education
453,Russell C Struble Elementary School,5646284.96,1882094.99,1599780.74,Education
454,Neil A Armstrong Junior High School,5646284.96,1882094.99,1599780.74,Education
455,Magic Cottage Daycare Center,5646284.96,1882094.99,1599780.74,Education
456,Conwell Egan Catholic High School,5646284.96,1882094.99,1599780.74,Education
457,Brookwood Elementary School,5646284.96,1882094.99,1599780.74,Education
458,Harry S Truman High School,5646284.96,1882094.99,1599780.74,Education
459,Bristol Township School District Administration Building,5646284.96,1882094.99,1599780.74,Education
460,Bristol High School,5646284.96,1882094.99,1599780.74,Education
461,Saint Anns School,5646284.96,1882094.99,1599780.74,Education
462,Saint Marks School,5646284.96,1882094.99,1599780.74,Education
463,Edgewood Elementary School,5646284.96,1882094.99,1599780.74,Education
464,Abrams Hebrew Academy,5646284.96,1882094.99,1599780.74,Education
465,Makefield Elementary School,5646284.96,1882094.99,1599780.74,Education
466,Village Park Elementary School,5646284.96,1882094.99,1599780.74,Education
467,Second Avenue Elementary School,5646284.96,1882094.99,1599780.74,Education
468,Joseph S Neidig Elementary School,5646284.96,1882094.99,1599780.74,Education
469,Regina Academy at St. John the Baptist,5646284.96,1882094.99,1599780.74,Education
470,Ardmore Presbyterian Church School,5646284.96,1882094.99,1599780.74,Education
471,Seven Dolars School,5646284.96,1882094.99,1599780.74,Education
472,Saint Gertrudes School,5646284.96,1882094.99,1599780.74,Education
473,Saint Colmans School,5646284.96,1882094.99,1599780.74,Education
474,Sellersville Elementary School,5646284.96,1882094.99,1599780.74,Education
475,John M Grasse Elementary School,5646284.96,1882094.99,1599780.74,Education
476,Academy of the New Church,5646284.96,1882094.99,1599780.74,Education
477,Northeast Christian Day School,5646284.96,1882094.99,1599780.74,Education
478,Tinicum Elementary School,5646284.96,1882094.99,1599780.74,Education
479,Faith Christian Academy,5646284.96,1882094.99,1599780.74,Education
480,Overbrook Elementary School,5646284.96,1882094.99,1599780.74,Education
481,Philadelphia College of Pharmacy,5646284.96,1882094.99,1599780.74,Education
482,West Catholic Preparatory High School,5646284.96,1882094.99,1599780.74,Education
483,Lea Elementary School,5646284.96,1882094.99,1599780.74,Education
484,Add B. Anderson Elementary School,5646284.96,1882094.99,1599780.74,Education
485,Audubon Elementary School,5646284.96,1882094.99,1599780.74,Education
486,DeSalle Vocational School,5646284.96,1882094.99,1599780.74,Education
487,Katherine Drexel Rush Middle School,5646284.96,1882094.99,1599780.74,Education
488,Labrum Middle School,5646284.96,1882094.99,1599780.74,Education
489,Saint Jerome School,5646284.96,1882094.99,1599780.74,Education
490,Pollock Elementary School,5646284.96,1882094.99,1599780.74,Education
491,Swenson Arts and Technology High School,5646284.96,1882094.99,1599780.74,Education
492,Roberto Clemente Middle School,5646284.96,1882094.99,1599780.74,Education
493,Fred J Stackpole Elementary School,5646284.96,1882094.99,1599780.74,Education
494,Childtowne Montessori School,5646284.96,1882094.99,1599780.74,Education
495,Richboro Elementary School,5646284.96,1882094.99,1599780.74,Education
496,McDonald El Schald Elementary School,5646284.96,1882094.99,1599780.74,Education
497,Christ Home School,5646284.96,1882094.99,1599780.74,Education
498,Ivyland Elementary School,5646284.96,1882094.99,1599780.74,Education
499,Warwick Elementary School,5646284.96,1882094.99,1599780.74,Education
500,Central Bucks High School East,5646284.96,1882094.99,1599780.74,Education
501,Buckingham Elementary School,5646284.96,1882094.99,1599780.74,Education
502,The Woods School,5646284.96,1882094.99,1599780.74,Education
503,Saint Ignatius Elementary School,5646284.96,1882094.99,1599780.74,Education
504,Faith Baptist Christian Academy,5646284.96,1882094.99,1599780.74,Education
505,Fallsington Elementary School,5646284.96,1882094.99,1599780.74,Education
506,Bishop Conwell High School,5646284.96,1882094.99,1599780.74,Education
507,Woodrow Wilson High School,5646284.96,1882094.99,1599780.74,Education
508,Valley Elementary School,5646284.96,1882094.99,1599780.74,Education
509,Walter Miller Elementary School,5646284.96,1882094.99,1599780.74,Education
510,Saint Philip School,5646284.96,1882094.99,1599780.74,Education
511,Former Hokendqua High School,5646284.96,1882094.99,1599780.74,Education
512,Allentown Central Catholic High School,5646284.96,1882094.99,1599780.74,Education
513,Buchanan Elementary School,5646284.96,1882094.99,1599780.74,Education
514,Dilworth Traditional Academy,5646284.96,1882094.99,1599780.74,Education
515,Garrettford Elementary School,5646284.96,1882094.99,1599780.74,Education
516,Governor Wolf Elementary School,5646284.96,1882094.99,1599780.74,Education
517,Grace Park Elementary School,5646284.96,1882094.99,1599780.74,Education
518,Jackson Elementary School,5646284.96,1882094.99,1599780.74,Education
519,Thomas Jefferson Elementary School,5646284.96,1882094.99,1599780.74,Education
520,Leedom Elementary School,5646284.96,1882094.99,1599780.74,Education
521,March Elementary School,5646284.96,1882094.99,1599780.74,Education
522,McKinley Elementary School,5646284.96,1882094.99,1599780.74,Education
523,Nether Providence Elementary School,5646284.96,1882094.99,1599780.74,Education
524,Crothers School,5646284.96,1882094.99,1599780.74,Education
525,Joseph G.E. Smedley Middle School,5646284.96,1882094.99,1599780.74,Education
526,Stonehurst Hills Elementary School,5646284.96,1882094.99,1599780.74,Education
527,Towamensing Elementary School,5646284.96,1882094.99,1599780.74,Education
528,Washington Elementary School,5646284.96,1882094.99,1599780.74,Education
529,Saint Philip Neri School,5646284.96,1882094.99,1599780.74,Education
530,Washington Township Elementary School,5646284.96,1882094.99,1599780.74,Education
531,Bangor Elementary School,5646284.96,1882094.99,1599780.74,Education
532,Forks Township Elementary School,5646284.96,1882094.99,1599780.74,Education
533,Paxinosa Elementary School,5646284.96,1882094.99,1599780.74,Education
534,Shawnee Intermediate School,5646284.96,1882094.99,1599780.74,Education
535,Easton Catholic Elementary School,5646284.96,1882094.99,1599780.74,Education
536,Ada B Cheston Elementary School,5646284.96,1882094.99,1599780.74,Education
537,Philip F Lauer Middle School,5646284.96,1882094.99,1599780.74,Education
538,Bridgeton Township Elementary School,5646284.96,1882094.99,1599780.74,Education
539,Penn Wood West Junior High School,5646284.96,1882094.99,1599780.74,Education
540,Blessed Virgin Mary School,5646284.96,1882094.99,1599780.74,Education
541,Bell Avenue Elementary School,5646284.96,1882094.99,1599780.74,Education
542,Penn Wood East Junior High School,5646284.96,1882094.99,1599780.74,Education
543,Bywood Elementary School,5646284.96,1882094.99,1599780.74,Education
544,Monsignor Bonner and Archbishop Prendergast Catholic High School,5646284.96,1882094.99,1599780.74,Education
545,Delaware County AVTS - Aston,5646284.96,1882094.99,1599780.74,Education
546,Media-Providence Friends School,5646284.96,1882094.99,1599780.74,Education
547,Rose Tree Elementary School,5646284.96,1882094.99,1599780.74,Education
548,Hilltop Elementary School,5646284.96,1882094.99,1599780.74,Education
549,Holy Ghost School,5646284.96,1882094.99,1599780.74,Education
550,Asa Packer Elementary School,5646284.96,1882094.99,1599780.74,Education
551,Northampton Borough Elementary School,5646284.96,1882094.99,1599780.74,Education
552,George Bath Elementary School,5646284.96,1882094.99,1599780.74,Education
553,Franklin Elementary School,5646284.96,1882094.99,1599780.74,Education
554,Cleveland Elementary School,5646284.96,1882094.99,1599780.74,Education
555,Ritter Elementary School,5646284.96,1882094.99,1599780.74,Education
556,Trexler Middle School,5646284.96,1882094.99,1599780.74,Education
557,Bushkill Township Elementary School,5646284.96,1882094.99,1599780.74,Education
558,Edward Tracy Elementary School,5646284.96,1882094.99,1599780.74,Education
559,Hereford Elementary School,5646284.96,1882094.99,1599780.74,Education
560,Saints Cyril & Philomena Catholic School,5646284.96,1882094.99,1599780.74,Education
561,Stratford Friends School,5646284.96,1882094.99,1599780.74,Education
562,Penn Wood High School,5646284.96,1882094.99,1599780.74,Education
563,Darby Township Elementary School,5646284.96,1882094.99,1599780.74,Education
564,Delaware County Area Vocational-Technical School-Folcroft,5646284.96,1882094.99,1599780.74,Education
565,Swarthmore-Rutledge K-8,5646284.96,1882094.99,1599780.74,Education
566,Aronimink Elementary School,5646284.96,1882094.99,1599780.74,Education
567,Colwyne Elementary School,5646284.96,1882094.99,1599780.74,Education
568,Ardmore Avenue Elementary School,5646284.96,1882094.99,1599780.74,Education
569,Hallowell Elementary School,5646284.96,1882094.99,1599780.74,Education
570,North Penn High School,5646284.96,1882094.99,1599780.74,Education
571,East Norriton Middle School,5646284.96,1882094.99,1599780.74,Education
572,Royersford Elementary School,5646284.96,1882094.99,1599780.74,Education
573,Spring-Ford 9th Grade Center,5646284.96,1882094.99,1599780.74,Education
574,Coventry Christian Schools,5646284.96,1882094.99,1599780.74,Education
575,Woodland Elementary School,5646284.96,1882094.99,1599780.74,Education
576,Belmont Hill Elementary School,5646284.96,1882094.99,1599780.74,Education
577,Barlietz School,5646284.96,1882094.99,1599780.74,Education
578,Schall School,5646284.96,1882094.99,1599780.74,Education
579,Central School,5646284.96,1882094.99,1599780.74,Education
580,Bushkill School,5646284.96,1882094.99,1599780.74,Education
581,Center School,5646284.96,1882094.99,1599780.74,Education
582,Warren School,5646284.96,1882094.99,1599780.74,Education
583,Mill Grove School,5646284.96,1882094.99,1599780.74,Education
584,William C. Bryant Elementary School,5646284.96,1882094.99,1599780.74,Education
585,Cheltenham Elementary School,5646284.96,1882094.99,1599780.74,Education
586,Covington Elementary School,5646284.96,1882094.99,1599780.74,Education
587,Crozer Seminary,5646284.96,1882094.99,1599780.74,Education
588,Enfield Elementary School,5646284.96,1882094.99,1599780.74,Education
589,Erdenheim Elementary School,5646284.96,1882094.99,1599780.74,Education
590,Thomas Fitzwater Elementary School,5646284.96,1882094.99,1599780.74,Education
591,Hamilton Elementary School,5646284.96,1882094.99,1599780.74,Education
592,Mastery Charter School Harrity Elementary,5646284.96,1882094.99,1599780.74,Education
593,Haycock Elementary School,5646284.96,1882094.99,1599780.74,Education
594,Holland Elementary School,5646284.96,1882094.99,1599780.74,Education
595,Global Leadership Academy Charter School,5646284.96,1882094.99,1599780.74,Education
596,Manor Elementary School,5646284.96,1882094.99,1599780.74,Education
597,Oaks Elementary School,5646284.96,1882094.99,1599780.74,Education
598,Penn Valley Elementary School,5646284.96,1882094.99,1599780.74,Education
599,Mill Creek Elementary School,5646284.96,1882094.99,1599780.74,Education
600,Albert Schweitzer Elementary School,5646284.96,1882094.99,1599780.74,Education
601,Telford Elementary School,5646284.96,1882094.99,1599780.74,Education
602,Walt Disney Elementary School,5646284.96,1882094.99,1599780.74,Education
603,Wyncote Elementary School,5646284.96,1882094.99,1599780.74,Education
604,Little Flower Manor,5646284.96,1882094.99,1599780.74,Education
605,Walter Miller School,5646284.96,1882094.99,1599780.74,Education
606,Pennridge District Education Center,5646284.96,1882094.99,1599780.74,Education
607,Octagonal Schoolhouse,5646284.96,1882094.99,1599780.74,Education
608,Waldron Mercy Academy,5646284.96,1882094.99,1599780.74,Education
609,Gregory the Great Academy,5646284.96,1882094.99,1599780.74,Education
610,Maple Glen Elementary School,5646284.96,1882094.99,1599780.74,Education
611,Saint David School,5646284.96,1882094.99,1599780.74,Education
612,Paul Robeson High School for Human Services,5646284.96,1882094.99,1599780.74,Education
613,Motivation High School,5646284.96,1882094.99,1599780.74,Education
614,Benchmark School,5646284.96,1882094.99,1599780.74,Education
615,Beneto Center Devereux Day School,5646284.96,1882094.99,1599780.74,Education
616,Beth Tikvah Bnai Jeshurun School,5646284.96,1882094.99,1599780.74,Education
617,Bridle Path Elementary School,5646284.96,1882094.99,1599780.74,Education
618,Colwyn Elementary School,5646284.96,1882094.99,1599780.74,Education
619,Buxmont Academy,5646284.96,1882094.99,1599780.74,Education
620,Calvary Independent Baptist School,5646284.96,1882094.99,1599780.74,Education
621,Camphill Special School,5646284.96,1882094.99,1599780.74,Education
622,Cardington-Stonhurst Elementary School,5646284.96,1882094.99,1599780.74,Education
623,Cedar Grove Christian Academy,5646284.96,1882094.99,1599780.74,Education
624,International Christian High School,5646284.96,1882094.99,1599780.74,Education
625,Cedarbrook Middle School,5646284.96,1882094.99,1599780.74,Education
626,Feltonville Intermediate School,5646284.96,1882094.99,1599780.74,Education
627,Chesterbrook Academy,5646284.96,1882094.99,1599780.74,Education
628,Child Development Center and Montogmery County Intermediate School,5646284.96,1882094.99,1599780.74,Education
629,Abington Fire Training Center,5646284.96,1882094.99,1599780.74,Education
630,Ash Shahid Islamic Private School,5646284.96,1882094.99,1599780.74,Education
631,Ashbourne School,5646284.96,1882094.99,1599780.74,Education
632,Gwynedd Square Elementary School,5646284.96,1882094.99,1599780.74,Education
633,John W. Hallahan Catholic Girls High School,5646284.96,1882094.99,1599780.74,Education
634,Harcum Kindergarten,5646284.96,1882094.99,1599780.74,Education
