id,name,avg_revenue,avg_bills
580,Western School,1619485.74,1046412.59
581,Westminster Choir College,4796661.72,3734623.56
582,Anne Blanch Smith School,2050186.37,1567016.61
583,Whited Brown School,1425781.11,1188769.07
584,J G Whittier Elementary School,4117329.77,3492464.34
585,Whittier Elementary School,4221940.58,2816567.11
586,Willis School,2969517.97,2272006.96
587,Woodrow Wilson Elementary School,1206653.55,1107799.77
588,Woodrow Wilson Number 10 Elementary School,1724484.0,1618181.74
589,North Arlington Middle School,2953640.41,2644611.16
590,Wilson School Number 5,4930917.77,4271259.47
591,Windsor Elementary School,4124076.83,3436351.79
592,Wood-Ridge High School,1375023.11,936801.07
593,Woodcroft School,4125033.91,2544484.12
594,Woodland Elementary School,4128156.21,3050879.01
595,River Dell Middle School,1886083.78,1629553.34
596,Wilson Elementary School,1021659.68,629257.61
597,Wyncoop School,2743438.03,1888913.57
598,Yantacaw Elementary School,2700091.34,2040660.86
599,Yeshiva School,4733621.01,4127316.32
600,Zane North Elementary School,1437009.39,877641.68
601,Intermedial School,4193245.74,3024624.91
602,Markham Place Elementary School,2504772.97,2098094.98
603,Mahala F Atchison Elementary School,1403029.53,1112237.9
604,Oakhurst School,1726722.62,1150373.2
605,Wolf Hill Elementary School,4202002.4,2611603.34
606,River Plaza Elementary School,1086909.03,704854.23
607,River Street School,4408344.6,2818829.94
608,Rumson Fair Haven Regional High School,4975267.17,3301215.21
609,Shrewsbury Elementary School,3493588.47,2212829.73
610,Margaret L Vetter Elementary School,159614.48,107778.94
611,Bordentown Seminary,395006.76,345685.85
612,Nutley High School,697711.49,489915.8
613,Teaneck High School,4074743.98,3304056.88
614,Beers Street Elementary School,3421799.37,2097928.02
615,Raritan Valley Elementary School,2314297.79,1475197.46
616,Cove Road School,2518449.06,1779987.21
617,Indian Hill Elementary School,4788699.8,3944921.89
618,Landis Junior High School,480635.03,366874.4
619,Delsea Regional High School,4161477.85,3384698.48
620,Woodbury Junior Senior High School,2351357.04,1983053.82
621,Holmdel High School,4977175.9,3316917.44
622,Strathmore Elementary School,4911547.29,4319165.99
623,Lloyd Road Elementary School,1566466.45,990569.44
624,Saint Benedict School,3196863.23,2043398.29
625,Bayshore Higher Education Center,4567916.14,3798227.69
626,Consolidated School,2142713.41,1890485.05
627,Columbia School,2300139.82,1793180.52
628,Burnt Hill Road School,4925848.17,3768983.41
629,Princeton Montessori School,3395896.07,2227213.98
630,Montgomery Township High School,1728481.27,1563078.59
631,Princeton Child Development Institute School,3839082.89,3312535.52
632,Princeton Day School,1450296.29,984780.78
633,Johnson Park School,137407.89,99276.91
634,Community Park Elementary School,702790.79,490281.0
635,Littlebrook Elementary School,3478904.27,2515091.69
636,New Jersey School for the Deaf Katzenbach Campus,4741510.24,3121777.27
637,Boys Vocational School,4739592.21,4223738.35
638,MacAfee Road Elementary School,276792.25,233696.38
639,South River School,4503048.98,2887300.85
640,Saint Marys of Ostrabrama School,1545389.74,1212595.55
641,Willett School,4589258.82,3276218.08
642,Saint Bartholomew School,4422549.71,4134491.22
643,E Raymond Appleby Elementary School,4315587.97,3330384.62
644,Our Lady Lourdes Elementary School,2688527.94,1901863.11
645,Lawrence Brook Elementary School,4749539.49,3835830.02
646,Redshaw School,4317912.53,3300726.93
647,Joseph J Catena Elementary School,4633160.52,3936772.27
648,Dwight D Eisenhower Middle School,2917820.14,2020231.22
649,Conover Road Elementary School,4076681.92,3805642.06
650,Village Elementary School,4090508.52,2535886.37
651,Oak Hill Academy School,3021894.57,2180725.0
652,Elmwood Park Memorial Senior High School,4166952.23,3566977.72
653,Elmwood Park Middle School,976620.95,872205.53
654,Indian Fields Elementary at Dayton School,229727.28,192778.01
655,Our Lady of Mount Virgin School,2218382.5,1778844.13
656,Lake Nelson Seventh Day Adventist School,1153597.28,1045133.56
657,Saint Ladislaus School,3915407.82,2821321.41
658,St. Mark Coptic Christian Academy,4404461.5,3751437.17
659,Applegarth Elementary School,3403137.51,2858643.81
660,Cambridge Elementary School,1689248.32,1434820.75
661,Claremont Avenue Elementary School,4599565.67,3159370.42
662,Constable Elementary School,1277371.62,939816.92
663,MCMS School of Arts,762769.99,634781.64
664,Grace M Breckwedel Middle School,1139645.27,683928.71
665,Indian Fields Elementary School,3504594.43,2940108.38
666,John F Kennedy Elementary School,1254963.03,890580.17
667,Livingston Elementary School,2247206.61,1653293.19
668,Lynn Crest School #22,2510425.99,2241428.62
669,Middlesex High School,3419000.83,2386350.27
670,Mill Lake Elementary School,1219019.86,966544.84
671,Monmouth Junction Elementary School,3280860.72,2739868.08
672,New Brunswick Middle School,1402255.55,998813.5
673,New Brunswick Vocational School,1666156.26,1488373.02
674,North Brunswick Township High School,1915010.96,1559071.63
675,Piscataway Vocational Technical High School,1493702.38,1411490.83
676,Randolphville Elementary School,2265099.97,1718556.04
677,William C McGinnis Middle School,3538356.04,2318972.95
678,New Jersey Training School for Boys,64591.41,54149.59
679,Perth Amboy Catholic Intermediate School,820685.57,557381.86
680,Our Lady of Peace Elementary School,4168945.51,3547285.68
681,Perth Amboy Catholic Primary School,1605639.56,1227716.71
682,Most Holy Rosary School,514146.72,455530.6
683,Our Lady of Fatima School,1349336.13,978254.98
684,Cardinal McCarrick High School,754683.01,703076.66
685,Jonas Salk Middle School,1454872.8,1281701.74
686,Raymond E Voorhees Elementary School,2346138.11,2172988.38
687,Saint John Vianney School,413846.87,288780.6
688,High Bridge Elementary School,4489950.93,3731837.05
689,High Bridge Middle School,2963887.97,2688075.9
690,Old Turnpike Middle School,1396644.41,1324188.29
691,Sawmill Elementary School,1190946.17,1016638.14
692,Spruce Run Elementary School,2538465.64,1710160.67
693,Union Township Elementary School,4346258.57,4121994.15
694,Three Bridges Elementary School,3190491.59,2507343.74
695,Whitehouse Elementary School,3453674.1,2937943.4
696,Hope Township Elementary School,3706924.6,2601178.66
697,Princeton Graduate College,4787821.26,4011363.33
698,Willow Grove Elementary School,2853952.67,2096032.01
699,Saint Mary's Parochial School,2274817.54,1833673.36
700,Maranatha Christian Academy,3322964.74,2914468.69
701,Saint John Vianney Regional High School,2988714.6,2396046.23
702,Bayshore Middle School,4667115.26,3522118.37
703,Highlands Elementary School,1908328.24,1449072.69
704,Keansburg High School,3228261.19,2170867.73
705,Leonardo Elementary School,4375903.91,3032595.37
706,Union Beach Memorial School,4962999.91,3643547.62
707,Port Monmouth Elementary School,2646679.38,2448893.81
708,Monmouth County Fire and Police Academy,2804754.19,1900945.35
709,Avon Elementary School,3718155.16,2582632.39
710,Betty McElmon Elementary School,729491.25,634798.1
711,Brielle Elementary School,1464392.7,1385606.86
712,C Richard Applegate Elementary School,4977845.19,3170298.62
713,Clark Mills Elementary School,4032260.46,2825304.76
714,Clifton T Barkalow Middle School,1241943.74,1097198.64
715,Colts Neck High School,1495386.47,982983.85
716,Deal Elementary School,4250016.93,3862502.61
717,Deane Porter Elementary School,3227710.56,2271952.62
718,Farmingdale Elementary School,2205278.13,1957822.45
719,Forrestdale Middle School,167822.35,129037.41
720,Frank Antonides Elementary School,3160453.81,2077552.36
721,Frank Defino Central Elementary School,3198557.09,2987902.7
722,Freehold Learning Center Elementary School,1972649.4,1503579.47
723,Freehold Township High School,4602157.31,3616723.26
724,Lafayette Mills Elementary School,1175742.52,1054096.55
725,Manasquan Elementary School,2419733.36,2253970.56
726,Manasquan High School,4746200.11,3417263.98
727,Maple Place Elementary School,3119806.2,2255203.81
728,Milford Brook Elementary School,3553052.1,2648812.94
729,Monmouth Beach Elementary School,1905829.87,1226765.99
730,Nut Swamp Elementary School,513878.65,393605.01
731,Ocean Township Elementary School,545101.07,389581.28
732,Ocean Township High School,87803.69,66113.16
733,Pine Brook Elementary School,2290739.65,1481361.43
734,Point Road Elementary School,3896134.15,3145017.72
735,Red Bank Primary School,3517959.92,3339576.53
736,Shark River Hills Elementary School,2673098.15,2186632.1
737,Spring Lake Heights Elementary School,4690192.83,3260648.71
738,Swimming River Elementary School,649734.86,407743.85
739,Thompson Middle School,3455623.62,2771390.15
740,Wayside Elementary School,768911.88,622789.49
741,West Freehold Elementary School,4296875.23,3127417.54
742,Summerfield Elementary School,2404418.87,1890667.2
743,Wall High School,3275703.85,2484924.1
744,Mother Teresa Regional School,3113920.93,2121655.14
745,Freehold Intermediate School,2487279.51,1958976.9
746,Saint Rose of Lima School,4898327.91,3139408.49
747,Academy of Saint Elizabeth School,3402204.07,2988049.61
748,Long Valley Middle School,701013.6,531160.52
749,Old Farmers Road Elementary School,808889.18,553942.26
750,Howard C Johnson Elementary School,2296827.28,1448568.01
751,Saint Peter's School,1540118.36,1131061.92
752,Riverview Annex,326396.37,308530.54
753,Alfred C MacKinnon Middle School,4026521.03,2864148.33
754,Bee Meadow Elementary School,4261430.32,2558601.91
755,Boonton High School,4251539.67,2857597.94
756,Bragg Elementary School,3346126.62,2322405.74
757,Canfield Avenue Elementary School,4210814.34,2616642.01
758,Eastlake Elementary School,879565.5,798831.54
759,Eisenhower Middle School,1905162.51,1194693.5
760,Ellen T Briggs Elementary School,91553.57,58711.64
761,Fernbrook Elementary School,2979100.21,2740145.51
762,Hilldale Elementary School,2260438.05,1903320.67
763,Hilltop Elementary School,2843650.67,2462537.57
764,Intervale Elementary School,2478396.86,1745661.94
765,Ironia Elementary School,1404322.24,1086239.43
766,Kennedy Elementary School,3974951.89,3085211.0
767,Knollwood Elementary School,752813.08,538503.83
768,Lake Drive School for the Hearing Impaired,4784164.73,3123621.34
769,Lake Hiawatha School,2460449.41,1853494.22
770,Lakeview Elementary School,722425.61,620492.28
771,Lincoln Park Elementary School,482575.29,422677.3
772,Lincoln-Roosevelt Elementary School,670917.02,527823.8
773,Mendham Township Elementary School,3576189.52,2300902.68
774,Mountain View School Elementary School,1239944.7,1160348.25
775,Mount Tabor Elementary School,3163385.99,2279374.68
776,Mountview Road Elementary School,253484.5,197184.45
777,Normandy Park Elementary School,2028817.83,1671953.83
778,North Dover Elementary School,2696901.76,2439509.91
779,Northvail Elementary School,1621354.66,1387314.85
780,Rockaway Valley Elementary School,1794013.56,1486529.96
781,School Street Elementary School,3498679.38,3065347.86
782,Shongum Elementary School,1383568.2,988823.8
783,Stonybrook Elementary School,4852717.96,4288485.2
784,Tinc Road Elementary School,2309842.31,1714516.3
785,Troy Hills Elementary School,3158384.36,2014791.18
786,Valley View Elementary School,569633.64,510106.24
787,West Morris Central High School,1522739.94,1441782.96
788,Woodland Avenue Elementary School,1757136.58,1477508.01
789,Villa Walsh College,4466641.25,2742607.27
790,Assumption College for Sisters,613932.94,483062.91
791,Central Middle School,1434436.6,1119299.42
792,Chatham High School,4732002.99,3740404.61
793,Harding Township Elementary School,1717759.33,1051406.63
794,Millington Elementary School,1336435.13,1086833.08
795,Woodmont Elementary School,3945503.91,3610433.21
796,The Calais School,4421501.35,3721225.33
797,Community Park School,3591226.98,2891421.97
798,Hibernia School,2437994.78,1486981.24
799,Morris Catholic High School,1919203.02,1707712.15
800,Wilson School,4371253.52,2658587.63
801,County College of Morris,2059395.49,1933074.87
802,Center Grove Elementary School,1468650.61,1224749.01
803,White Rock Elementary School,1248711.07,955669.51
804,Number 13 Elementary School,697955.92,661747.8
805,Martin Luther King Elementary School,3088850.32,2413170.42
806,Elementary School 27,3566848.89,2905940.61
807,Rosa Parks Arts High School,1401142.2,971119.95
808,Hawthorne High School,2846983.84,1716302.86
809,High Mountain Middle School,3907490.58,2655962.94
810,Peter Cooper Elementary School,1112853.22,818849.2
811,Robert Erskine Elementary School,2944861.84,2496436.29
812,Apshawa Elementary School,697300.64,576764.13
813,Father English Community Center,2330608.25,2040542.61
814,Saint Gerard Majella Roman Catholic School,425699.81,301516.14
815,Saint Nicholas Roman Catholic School,241222.87,174378.68
816,Saint Joseph's School,4631706.8,2787714.46
817,Number 5 Middle School,431730.25,307699.9
818,Saint Stephen's School,498995.73,408851.08
819,Etta Gero Number 9 Elementary School,2880229.56,1930179.95
820,Haworth Elementary School,2738641.07,1693390.46
821,County Road Elementary School,1986710.35,1520889.9
822,Demarest Middle School,2860552.4,2298769.29
823,Ridgefield Park Junior-Senior High School,3614000.66,3099707.22
824,Oradell Elementary School,2829334.35,1705341.76
825,River Dell Regional High School,1203637.0,963246.68
826,Maywood Avenue Elementary School,2174564.38,1519898.16
827,Emerson Junior-Senior High School,1702889.67,1251343.24
828,Charles A Selzer Elementary School,3494513.75,3270718.96
829,Ho-Ho-Kus Elementary School,3720242.46,2791699.72
830,Glen Rock High School,3773586.02,2900136.92
831,Garfield High School,193053.85,145316.57
832,Nellie K Parker Elementary School,3445285.25,2609628.67
833,Hackensack High School,3575638.69,2809007.72
834,Lillian M Steen Elementary School,2402729.23,2215087.19
835,Bogota High School,3952797.92,3377804.66
836,Sicomac Elementary School,3168872.65,2275580.46
837,High Mountain Road Elementary School,3941323.73,3630911.59
838,Dorchester Elementary School,3618368.51,2956719.1
839,Woodcliff Middle School,93668.07,79817.65
840,Fieldstone Middle School,4153415.64,3911692.04
841,East Brook Elementary School,1253884.8,948509.69
842,West Ridge Elementary School,746684.57,574986.74
843,Park Ridge High School,3000660.76,2665166.15
844,Emil A Cavallini Middle School,2809626.23,1847403.92
845,Woodside Avenue Elementary School,4057654.94,2474821.77
846,Mary A Hubbard Elementary School,3770466.79,2465594.32
847,Northern Highlands Regional High School,2060465.3,1415487.02
848,Heights Elementary School,309376.14,292695.99
849,Manito Elementary School,1227280.79,869810.4
850,Indian Hills High School,4717078.76,4273446.69
851,George Washington Elementary School,2468663.97,2125931.84
852,Betsy Ross Elementary School,3997506.6,3144639.31
